full_text,label,joined_text
"['serah', 'bantu', 'filantropy', 'kerja', 'indonesia', 'korban', 'gempa', 'cianjur']",1.0,serah bantu filantropy kerja indonesia korban gempa cianjur
"['menag', 'yaqut', 'serah', 'rp', 'miliar', 'bantu', 'asn', 'kemenag', 'sintas', 'gempa', 'cianjur']",1.0,menag yaqut serah rp miliar bantu asn kemenag sintas gempa cianjur
"['update', 'beacon', 'of', 'hope', 'des', 'rp', 'periode', 'donasi', 'temanteman', 'sempat', 'bagi', 'adikadik', 'sekolah', 'hancur', 'akibat', 'gempa', 'cianjur', 'tolong', 'bantu', 'sebar', 'teman']",1.0,update beacon of hope des rp periode donasi temanteman sempat bagi adikadik sekolah hancur akibat gempa cianjur tolong bantu sebar teman
"['dompet', 'dhuafa', 'salur', 'bantu', 'alat', 'sekolah', 'wilayah', 'dampak', 'gempacianjur']",1.0,dompet dhuafa salur bantu alat sekolah wilayah dampak gempacianjur
"['dompet', 'dhuafa', 'pt', 'alita', 'praya', 'mitra', 'bagi', 'perangkat', 'sekolah', 'bantu', 'anakanak', 'sintas', 'gempa', 'cianjur', 'sekolah', 'publisherstory', 'ciremaitoday']",1.0,dompet dhuafa pt alita praya mitra bagi perangkat sekolah bantu anakanak sintas gempa cianjur sekolah publisherstory ciremaitoday
"['press', 'release', 'pasar', 'modal', 'indonesia', 'serah', 'bantu', 'sosial', 'masyarakat', 'dampak', 'gempa', 'cianjur', 'lengkap']",1.0,press release pasar modal indonesia serah bantu sosial masyarakat dampak gempa cianjur lengkap
"['raya', 'natal', 'erika', 'carlina', 'kunjung', 'korban', 'gempa', 'cianjur']",1.0,raya natal erika carlina kunjung korban gempa cianjur
"['erika', 'carlina', 'langsung', 'kondisi', 'korban', 'gempa', 'cianjur', 'natal']",1.0,erika carlina langsung kondisi korban gempa cianjur natal
"['serah', 'bantu', 'sama', 'acara', 'buka', 'amal', 'bhakti', 'hab', 'gelar', 'kantor', 'menteri', 'agama', 'jalan', 'lapang', 'banteng', 'jakarta', 'cek', 'lengkap', 'kemenag', 'gempa', 'cianjur', 'donasi']",1.0,serah bantu sama acara buka amal bhakti hab gelar kantor menteri agama jalan lapang banteng jakarta cek lengkap kemenag gempa cianjur donasi
"['nga', 'bunda', 'kere', 'miskin', 'manfaat', 'alhamdulillah', 'bantu', 'bunda', 'sekolah', 'darurat', 'penyitas', 'gempa', 'cianjur', 'jalan', 'chaghun']",1.0,nga bunda kere miskin manfaat alhamdulillah bantu bunda sekolah darurat penyitas gempa cianjur jalan chaghun
"['detikcom', 'sabar', 'kaum', 'minoritas', 'habis', 'gempa', 'tanah', 'belah', 'susul', 'daerah', 'rambat', 'cianjur']",1.0,detikcom sabar kaum minoritas habis gempa tanah belah susul daerah rambat cianjur
"['sobat', 'bumn', 'gempa', 'magnitudo', 'guncang', 'wilayah', 'kab', 'cianjur', 'jawa', 'barat', 'ribu', 'saudara', 'dampak', 'paksa', 'ungsi', 'bripedulicianjur']",1.0,sobat bumn gempa magnitudo guncang wilayah kab cianjur jawa barat ribu saudara dampak paksa ungsi bripedulicianjur
"['bijak', 'reimburst', 'biaya', 'baik', 'rumah', 'korban', 'gempa', 'cianjur', 'kudu', 'nyari', 'dana', 'talang', 'bupati', 'istimewa', 'simak', 'info', 'update', 'klik', 'link', 'bio', 'website', 'trending', 'korbangempa', 'gempacianjur']",1.0,bijak reimburst biaya baik rumah korban gempa cianjur kudu nyari dana talang bupati istimewa simak info update klik link bio website trending korbangempa gempacianjur
"['sobat', 'bumn', 'garuda', 'indonesia', 'group', 'rabu', 'salur', 'bantu', 'masyarakat', 'cianjur', 'korban', 'tedampak', 'bencana', 'pasca', 'gempa', 'bumi', 'senin', 'satgasbencanabumn', 'bumnuntukcianjur', 'garudaindonesia', 'garudauntukindonesia']",1.0,sobat bumn garuda indonesia group rabu salur bantu masyarakat cianjur korban tedampak bencana pasca gempa bumi senin satgasbencanabumn bumnuntukcianjur garudaindonesia garudauntukindonesia
"['dampak', 'gempacianjur', 'kemarin', 'rusak', 'korban', 'jatuh', 'belajarbencana', 'infobencana', 'wawasanbencana', 'ilmubencana', 'prb', 'siagabencana', 'siapuntukselamat', 'gempaindonesia', 'earthquake', 'gempa', 'belajargempa']",1.0,dampak gempacianjur kemarin rusak korban jatuh belajarbencana infobencana wawasanbencana ilmubencana prb siagabencana siapuntukselamat gempaindonesia earthquake gempa belajargempa
"['sro', 'pasar', 'modal', 'gelar', 'csr', 'masyarakat', 'dampak', 'gempa', 'cianjur']",1.0,sro pasar modal gelar csr masyarakat dampak gempa cianjur
"['menteri', 'agama', 'bantu', 'nila', 'rp', 'miliar', 'galang', 'dana', 'aparatur', 'sipil', 'negara', 'asn', 'kemenag', 'sintas', 'korban', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'ridwankamil', 'gempabumi', 'cianjur', 'bmkg', 'asnpelayanpublik', 'natal', 'politik']",1.0,menteri agama bantu nila rp miliar galang dana aparatur sipil negara asn kemenag sintas korban gempa bumi cianjur jawa barat ridwankamil gempabumi cianjur bmkg asnpelayanpublik natal politik
"['ungsi', 'gempa', 'cianjur', 'isolasi', 'akibat', 'papar', 'covid', 'covid', 'covid']",1.0,ungsi gempa cianjur isolasi akibat papar covid covid covid
"['gempa', 'cianjur', 'korban', 'tahan', 'tenda', 'ungsi', 'terkatungkatung', 'hidup', 'normal', 'gempa', 'kuat', 'guncang', 'cianjur', 'jabar', 'warga', 'tahan', 'tenda', 'ungsi']",1.0,gempa cianjur korban tahan tenda ungsi terkatungkatung hidup normal gempa kuat guncang cianjur jabar warga tahan tenda ungsi
"['demokrat', 'jabar', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'ahypimpinperubahan']",1.0,demokrat jabar salur bantu korban gempa cianjur ahypimpinperubahan
"['pmi', 'komitmen', 'tingkat', 'layan', 'manusia', 'korban', 'gempa', 'dicianjur']",1.0,pmi komitmen tingkat layan manusia korban gempa dicianjur
"['pmi', 'cianjur', 'catat', 'ungsi', 'dampak', 'gempa', 'idap', 'hipertensi', 'dandiare']",1.0,pmi cianjur catat ungsi dampak gempa idap hipertensi dandiare
"['gempa', 'cianjur', 'gempa', 'bumi', 'kuat', 'magnitudo', 'guncang', 'kabupaten', 'cianjur', 'senin', 'november', 'bencana', 'alam', 'akibat', 'warga', 'cianjur', 'tinggal', 'dunia', 'ratus', 'warga', 'ungsi', 'medcomid']",1.0,gempa cianjur gempa bumi kuat magnitudo guncang kabupaten cianjur senin november bencana alam akibat warga cianjur tinggal dunia ratus warga ungsi medcomid
"['rawan', 'pmi', 'desember', 'pmi', 'komitmen', 'tingkat', 'layan', 'manusia', 'pasca', 'gempa', 'cianjur', 'globalnews']",1.0,rawan pmi desember pmi komitmen tingkat layan manusia pasca gempa cianjur globalnews
"['musisi', 'doel', 'sumbang', 'seniman', 'bandung', 'hibur', 'warga', 'dampak', 'gempa', 'bumi', 'kp', 'barokaso', 'ds', 'sukamulya', 'kec', 'cugenang', 'kab', 'cianjur', 'jabar', 'senin', 'bawa', 'lagu', 'andal', 'jg', 'bantu', 'logistik', 'warga', 'dampak', 'gempa', 'anp']",1.0,musisi doel sumbang seniman bandung hibur warga dampak gempa bumi kp barokaso ds sukamulya kec cugenang kab cianjur jabar senin bawa lagu andal jg bantu logistik warga dampak gempa anp
"['rawan', 'dunia', 'ingat', 'tanggal', 'desember', 'sesuai', 'tetap', 'serikat', 'bangsa', 'bangsa', 'desember', 'kemarin', 'indonesia', 'landa', 'suasana', 'duka', 'akibat', 'bencana', 'salah', 'satu', 'gempa', 'landa', 'wilayah', 'cianjur']",1.0,rawan dunia ingat tanggal desember sesuai tetap serikat bangsa bangsa desember kemarin indonesia landa suasana duka akibat bencana salah satu gempa landa wilayah cianjur
"['layan', 'pmi', 'sintas', 'gempa', 'cianjur', 'lanjut', 'rehabilitasi', 'pulih']",1.0,layan pmi sintas gempa cianjur lanjut rehabilitasi pulih
"['alhamdulillah', 'mui', 'kota', 'tangerang', 'bangun', 'masjid', 'attawakal', 'kp', 'sarampad', 'ds', 'sarampad', 'kec', 'cugenang', 'kabupaten', 'cianjur', 'jawa', 'barat', 'korban', 'gempa', 'cianjur', 'leta', 'batu', 'ketua', 'mui', 'kota', 'tangerang', 'senin', 'desember']",1.0,alhamdulillah mui kota tangerang bangun masjid attawakal kp sarampad ds sarampad kec cugenang kabupaten cianjur jawa barat korban gempa cianjur leta batu ketua mui kota tangerang senin desember
"['dokumentasi', 'salur', 'tanggap', 'bencana', 'gempa', 'cianjur', 'm', 'tahap', 'i', 'november', 'desember', 'terimakasih', 'sahabat', 'laju', 'peduli', 'moga', 'amalsholih', 'allah', 'terima', 'ridhoi', 'moga', 'allah', 'balas', 'baik', 'sahabat', 'aamiin', 'cianjur']",1.0,dokumentasi salur tanggap bencana gempa cianjur m tahap i november desember terimakasih sahabat laju peduli moga amalsholih allah terima ridhoi moga allah balas baik sahabat aamiin cianjur
"['rawan', 'pmi', 'desember', 'pmi', 'komitmen', 'tingkat', 'layan', 'manusia', 'pasca', 'gempa', 'cianjur']",1.0,rawan pmi desember pmi komitmen tingkat layan manusia pasca gempa cianjur
"['struggle', 'from', 'magnitude', 'recovery', 'for', 'cianjur', 'inisiatif', 'lanjut', 'bandung', 'kali', 'kawankawan', 'cianjur', 'merespon', 'giat', 'galang', 'dana', 'lanjut', 'warga', 'dampak', 'gempa', 'desa', 'wangunjaya']",1.0,struggle from magnitude recovery for cianjur inisiatif lanjut bandung kali kawankawan cianjur merespon giat galang dana lanjut warga dampak gempa desa wangunjaya
"['reuni', 'sahabat', 'smp', 'bpk', 'tabur', 'cianjur', 'senang', 'bagi', 'cerita', 'kunjung', 'guru', 'wiwi', 'abdi', 'bu', 'wiwi', 'rumah', 'kena', 'dampak', 'gempa', 'moga', 'ringan', 'beban']",1.0,reuni sahabat smp bpk tabur cianjur senang bagi cerita kunjung guru wiwi abdi bu wiwi rumah kena dampak gempa moga ringan beban
"['lapor', 'duga', 'seleweng', 'bantu', 'korban', 'gempa', 'cianjur', 'kpk', 'alifikri', 'gempacianjur', 'kpk']",1.0,lapor duga seleweng bantu korban gempa cianjur kpk alifikri gempacianjur kpk
"['ika', 'trisakti', 'salur', 'bantu', 'pulih', 'gempacianjur']",1.0,ika trisakti salur bantu pulih gempacianjur
"['serah', 'bantu', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'simbolis', 'dr', 'wakil', 'pimpin', 'cabang', 'muhammadiyah', 'sidoarjo', 'senin', 'desember', 'terimakasih', 'prm', 'camat', 'sidoarjo', 'aum', 'pcm', 'sidoarjo', 'walimurid', 'orang', 'tua', 'sekolah', 'aum']",1.0,serah bantu bencana alam gempa bumi cianjur jawa barat simbolis dr wakil pimpin cabang muhammadiyah sidoarjo senin desember terimakasih prm camat sidoarjo aum pcm sidoarjo walimurid orang tua sekolah aum
"['serah', 'bantu', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'simbolis', 'dr', 'wakil', 'pimpin', 'cabang', 'muhammadiyah', 'sidoarjo', 'senin', 'desember', 'terimakasih', 'prm', 'camat', 'sidoarjo', 'aum', 'pcm', 'sidoarjo', 'walimurid', 'orang', 'tua', 'sekolah', 'aum', 'pcmsidoarjo']",1.0,serah bantu bencana alam gempa bumi cianjur jawa barat simbolis dr wakil pimpin cabang muhammadiyah sidoarjo senin desember terimakasih prm camat sidoarjo aum pcm sidoarjo walimurid orang tua sekolah aum pcmsidoarjo
"['alam', 'sempat', 'bantu', 'trauma', 'healing', 'korban', 'gempa', 'cianjur', 'headline']",1.0,alam sempat bantu trauma healing korban gempa cianjur headline
"['komisi', 'berantas', 'korupsi', 'kpk', 'lapor', 'duga', 'seleweng', 'bantu', 'asing', 'tangan', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'adu', 'telaah', 'medcomid']",1.0,komisi berantas korupsi kpk lapor duga seleweng bantu asing tangan gempa bumi kabupaten cianjur jawa barat adu telaah medcomid
"['wali', 'kota', 'batam', 'salur', 'dana', 'manusia', 'gempa', 'bumi', 'cianjur']",1.0,wali kota batam salur dana manusia gempa bumi cianjur
"['wakil', 'bupati', 'cianjur', 'tb', 'mulyana', 'syahrudin', 'apresiasi', 'kerja', 'palang', 'merah', 'indonesia', 'pmi', 'cianjur', 'layan', 'maksimal', 'masyarakat', 'warga', 'sintas', 'gempa']",1.0,wakil bupati cianjur tb mulyana syahrudin apresiasi kerja palang merah indonesia pmi cianjur layan maksimal masyarakat warga sintas gempa
"['convomf', 'adekku', 'cerita', 'abis', 'rawan', 'gempa', 'cianjur', 'sesi', 'dokumentasi', 'lapor', 'pake', 'hp', 'tipe', 'bagus', 'clear', 'foto']",1.0,convomf adekku cerita abis rawan gempa cianjur sesi dokumentasi lapor pake hp tipe bagus clear foto
"['ridwan', 'kamil', 'terima', 'bantu', 'gubernur', 'kalimantan', 'timur', 'gempa', 'cianjur', 'ridwankamil', 'pauuruzhanul', 'swangsaatmaja', 'atalia', 'jawabarat', 'jabarjuara', 'adpimjabar']",1.0,ridwan kamil terima bantu gubernur kalimantan timur gempa cianjur ridwankamil pauuruzhanul swangsaatmaja atalia jawabarat jabarjuara adpimjabar
"['lapor', 'duga', 'seleweng', 'bantu', 'korban', 'gempa', 'cianjur', 'kpk']",1.0,lapor duga seleweng bantu korban gempa cianjur kpk
"['tugas', 'pmi', 'kota', 'jakarta', 'utara', 'melakukanpenjemputan', 'ambil', 'barang', 'bantu', 'karang', 'taruna', 'sunter', 'jaya', 'bantu', 'serah', 'korban', 'bencana', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'minyak', 'goreng', 'dus', 'pmiselalubantu', 'pmipedulibencana', 'cianjur']",1.0,tugas pmi kota jakarta utara melakukanpenjemputan ambil barang bantu karang taruna sunter jaya bantu serah korban bencana gempa bumi cianjur jawa barat minyak goreng dus pmiselalubantu pmipedulibencana cianjur
"['geridreport', 'bantu', 'korban', 'gempa', 'cianjur', 'mitra', 'blackburn', 'uk', 'trust', 'prayforcianjur', 'emergencyresponse', 'gempacianjur', 'globalehsanrelief', 'lendahelpinghand', 'helptochangetheworld', 'domoregood']",1.0,geridreport bantu korban gempa cianjur mitra blackburn uk trust prayforcianjur emergencyresponse gempacianjur globalehsanrelief lendahelpinghand helptochangetheworld domoregood
"['kunjung', 'kamp', 'wash', 'olah', 'air', 'layak', 'minum', 'pmi', 'cianjur', 'jawa', 'barat', 'fasilitas', 'untuk', 'sintas', 'gempa', 'cianjur', 'mudah', 'beraktifitas', 'akses', 'butuh', 'air', 'bersih', 'harirelawanpmi', 'desember']",1.0,kunjung kamp wash olah air layak minum pmi cianjur jawa barat fasilitas untuk sintas gempa cianjur mudah beraktifitas akses butuh air bersih harirelawanpmi desember
"['assalamualaikum', 'gempa', 'cianjur', 'open', 'donasi', 'tlp']",1.0,assalamualaikum gempa cianjur open donasi tlp
"['demokrat', 'jabar', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'ahypimpinperubahan']",1.0,demokrat jabar salur bantu korban gempa cianjur ahypimpinperubahan
"['kawan', 'jm', 'tugas', 'tangan', 'darurat', 'evakuasi', 'bencana', 'gempa', 'cianjur', 'tim', 'satgas', 'tangan', 'bumn', 'wilayah', 'jawa', 'barat', 'serah', 'terima', 'lapor', 'rekapitulasi', 'salur', 'bantu', 'tangan', 'bencana', 'gempa', 'jumat']",1.0,kawan jm tugas tangan darurat evakuasi bencana gempa cianjur tim satgas tangan bumn wilayah jawa barat serah terima lapor rekapitulasi salur bantu tangan bencana gempa jumat
"['lapor', 'rangkum', 'giat', 'bantu', 'evakuasi', 'satgas', 'cepat', 'tangan', 'bencana', 'gempa', 'kabupaten', 'cianjur', 'tanggal', 'desember']",1.0,lapor rangkum giat bantu evakuasi satgas cepat tangan bencana gempa kabupaten cianjur tanggal desember
"['salur', 'bantu', 'sebar', 'desa', 'ungsi', 'orang', 'alami', 'dampak', 'bencana', 'gempa', 'bumi', 'cianjur', 'desa', 'tangan', 'target', 'desa', 'total', 'desa', 'dampak']",1.0,salur bantu sebar desa ungsi orang alami dampak bencana gempa bumi cianjur desa tangan target desa total desa dampak
"['top', 'news', 'spesial', 'kaleidoskop', 'senin', 'wib', 'hadir', 'informasi', 'patah', 'identifikasi', 'peristiwa', 'gempa', 'cianjur', 'jawa', 'barat', 'saksi', 'top', 'news', 'spesial', 'kaleidoskop', 'gempa', 'cianjur', 'idnapp']",1.0,top news spesial kaleidoskop senin wib hadir informasi patah identifikasi peristiwa gempa cianjur jawa barat saksi top news spesial kaleidoskop gempa cianjur idnapp
"['efrizal', 'ali', 'ketua', 'koperasi', 'produsen', 'nanas', 'bantu', 'sintas', 'korban', 'gempa', 'cianjur', 'beda', 'ali', 'ton', 'nanas', 'korban', 'gempa', 'cianjur', 'lengkap', 'nanas', 'cianjur', 'lazismu', 'muhammadiyah']",1.0,efrizal ali ketua koperasi produsen nanas bantu sintas korban gempa cianjur beda ali ton nanas korban gempa cianjur lengkap nanas cianjur lazismu muhammadiyah
"['dampak', 'gempa', 'cianjur', 'nilai', 'berat', 'butuh', 'tangan', 'nasional']",1.0,dampak gempa cianjur nilai berat butuh tangan nasional
"['nfa', 'foodbankid', 'salur', 'bantu', 'gempa', 'cianjur', 'warga', 'dampak', 'kampung', 'tanjak', 'desa', 'padaluyu', 'kec', 'cugenang', 'sinergipangan', 'foodwaste', 'pedulicianjur']",1.0,nfa foodbankid salur bantu gempa cianjur warga dampak kampung tanjak desa padaluyu kec cugenang sinergipangan foodwaste pedulicianjur
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'dana', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,kpk terima lapor duga seleweng dana bantu korban gempa cianjur
"['basarnas', 'harga', 'polres', 'cianjur', 'dedikasi', 'kontribusi', 'bantu', 'cari', 'korban', 'pasca', 'gempa', 'bumi', 'cianjur', 'divisi', 'media', 'informasi']",1.0,basarnas harga polres cianjur dedikasi kontribusi bantu cari korban pasca gempa bumi cianjur divisi media informasi
"['kabar', 'kpk', 'benar', 'terima', 'lapor', 'masyarakat', 'duga', 'penyelewangan', 'bantu', 'nang', 'gempa', 'cianjur']",1.0,kabar kpk benar terima lapor masyarakat duga penyelewangan bantu nang gempa cianjur
"['duga', 'seleweng', 'bantu', 'gempa', 'bupati', 'cianjur', 'lapor', 'kpk', 'cianjur', 'bupaticianjur']",1.0,duga seleweng bantu gempa bupati cianjur lapor kpk cianjur bupaticianjur
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'bantu', 'gempa', 'cianjur']",-1.0,kpk terima lapor duga seleweng bantu gempa cianjur
"['korban', 'gempa', 'cianjur', 'tambah', 'ganjar', 'ramadhan', 'sepakat', 'posko', 'gedungdprd']",-1.0,korban gempa cianjur tambah ganjar ramadhan sepakat posko gedungdprd
"['kominfo', 'serah', 'donasi', 'korban', 'gempa', 'cianjur']",1.0,kominfo serah donasi korban gempa cianjur
"['asn', 'kemenag', 'kumpul', 'rp', 'miliar', 'sintas', 'gempa', 'cianjur']",1.0,asn kemenag kumpul rp miliar sintas gempa cianjur
"['duga', 'simpang', 'tangan', 'gempa', 'ratus', 'warga', 'duduk', 'pendopo', 'cianjur']",-1.0,duga simpang tangan gempa ratus warga duduk pendopo cianjur
"['bupati', 'rembang', 'bantu', 'rp', 'juta', 'korban', 'gempa', 'cianjur', 'bersamalawancorona', 'elinglanngelingke', 'jogotonggo', 'jatenggayeng']",1.0,bupati rembang bantu rp juta korban gempa cianjur bersamalawancorona elinglanngelingke jogotonggo jatenggayeng
"['kpk', 'tindaklanjuti', 'adu', 'kait', 'seleweng', 'bantu', 'gempa', 'cianjur']",-1.0,kpk tindaklanjuti adu kait seleweng bantu gempa cianjur
"['pmi', 'tangan', 'gempa', 'bumi', 'cianjur', 'secaranasional']",1.0,pmi tangan gempa bumi cianjur secaranasional
"['bupati', 'cianjur', 'lapor', 'kpk', 'duga', 'seleweng', 'bantu', 'gempa', 'kpk']",-1.0,bupati cianjur lapor kpk duga seleweng bantu gempa kpk
"['pmi', 'terjun', 'ratus', 'anggota', 'bantu', 'pulih', 'warga', 'cianjur', 'pasca', 'gempa', 'bumi']",1.0,pmi terjun ratus anggota bantu pulih warga cianjur pasca gempa bumi
"['orang', 'ungsi', 'korban', 'gempa', 'kabupaten', 'cianjur', 'jawa', 'barat', 'jalan', 'isolasi', 'dapat', 'papar', 'covid', 'medcomid']",-1.0,orang ungsi korban gempa kabupaten cianjur jawa barat jalan isolasi dapat papar covid medcomid
"['bupati', 'cianjur', 'herman', 'suherman', 'lapor', 'kpk', 'duga', 'seleweng', 'bantu', 'korban', 'gempa']",-1.0,bupati cianjur herman suherman lapor kpk duga seleweng bantu korban gempa
"['launching', 'huntara', 'rumah', 'huni', 'korban', 'gempa', 'ketua', 'dtn', 'pa', 'kh', 'rd', 'abdul', 'qohar', 'al', 'qodsy', 'lc', 'giat', 'selenggara', 'pa', 'kampung', 'haregem', 'desa', 'nyalindung', 'camat', 'cugenang', 'cianjur', 'cp', 'divisi', 'manusia', 'dtnpa']",1.0,launching huntara rumah huni korban gempa ketua dtn pa kh rd abdul qohar al qodsy lc giat selenggara pa kampung haregem desa nyalindung camat cugenang cianjur cp divisi manusia dtnpa
"['kpk', 'terima', 'adu', 'masyarakat', 'duga', 'seleweng', 'bantu', 'bupati', 'cianjur', 'lapor', 'sebut', 'bupati', 'duga', 'seleweng', 'bantu', 'korban', 'gempa']",-1.0,kpk terima adu masyarakat duga seleweng bantu bupati cianjur lapor sebut bupati duga seleweng bantu korban gempa
"['bupati', 'cianjur', 'lapor', 'kpk', 'duga', 'seleweng', 'bantu', 'korban', 'gempa']",-1.0,bupati cianjur lapor kpk duga seleweng bantu korban gempa
"['turki', 'cianjur', 'indonesia', 'alhamdulillah', 'terima', 'kasih', 'presiden', 'turki', 'erdogan', 'warga', 'turki', 'kirim', 'bantu', 'daging', 'sapi', 'korban', 'dampak', 'gempa', 'cianjur', 'lokasi', 'kp', 'karamat', 'desa', 'sukamulya', 'kec', 'cugenang']",1.0,turki cianjur indonesia alhamdulillah terima kasih presiden turki erdogan warga turki kirim bantu daging sapi korban dampak gempa cianjur lokasi kp karamat desa sukamulya kec cugenang
"['bismillah', 'fiiamanillah', 'moga', 'jalan', 'cirebon', 'cianjur', 'selamat', 'dn', 'lancar', 'tuju', 'serah', 'kontribusi', 'bantu', 'korban', 'gempa', 'cianjur', 'rawan', 'abri', 'gerak', 'aniesbaswedan']",1.0,bismillah fiiamanillah moga jalan cirebon cianjur selamat dn lancar tuju serah kontribusi bantu korban gempa cianjur rawan abri gerak aniesbaswedan
"['bupati', 'cianjur', 'lapor', 'kpk', 'duga', 'laku', 'seleweng', 'bantu', 'korban', 'gempa']",-1.0,bupati cianjur lapor kpk duga laku seleweng bantu korban gempa
"['kpk', 'terima', 'lapor', 'masyarakat', 'kait', 'duga', 'seleweng', 'bantu', 'asing', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'duga', 'bupati', 'cianjur', 'herman', 'suherman']",-1.0,kpk terima lapor masyarakat kait duga seleweng bantu asing gempa bumi kabupaten cianjur duga bupati cianjur herman suherman
"['bupati', 'cianjur', 'lapor', 'kpk', 'duga', 'seleweng', 'bantu', 'korban', 'gempa']",-1.0,bupati cianjur lapor kpk duga seleweng bantu korban gempa
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'bantu', 'tangan', 'gempa', 'cianjur']",-1.0,kpk terima lapor duga seleweng bantu tangan gempa cianjur
"['donasi', 'gempa', 'cianjur', 'terimakasih', 'komunitas', 'prosolo', 'hore', 'donasi', 'gempacianjur', 'kumpul', 'rp', 'donasi', 'salur', 'langsung', 'masyarakat', 'dampak', 'gempa', 'cianjur', 'pmisolo', 'pmiselalubantu', 'pmisolobergeraklebih']",1.0,donasi gempa cianjur terimakasih komunitas prosolo hore donasi gempacianjur kumpul rp donasi salur langsung masyarakat dampak gempa cianjur pmisolo pmiselalubantu pmisolobergeraklebih
"['bin', 'buka', 'posko', 'tanggap', 'darurat', 'gempa', 'cianjur', 'binresponcepatbencanaalam', 'binpedulikorbanbencana', 'binturutberdukagempacianjur']",1.0,bin buka posko tanggap darurat gempa cianjur binresponcepatbencanaalam binpedulikorbanbencana binturutberdukagempacianjur
"['gempa', 'cianjur', 'jalan', 'capai', 'titik', 'tuju', 'jam']",1.0,gempa cianjur jalan capai titik tuju jam
"['kpk', 'terima', 'lapor', 'duga', 'korupsi', 'bantu', 'gempa', 'cianjur']",-1.0,kpk terima lapor duga korupsi bantu gempa cianjur
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'bantu', 'gempa', 'cianjur', 'lengkapcepatberitanya', 'beritaterkini', 'berita', 'news', 'beritanasional']",-1.0,kpk terima lapor duga seleweng bantu gempa cianjur lengkapcepatberitanya beritaterkini berita news beritanasional
"['moga', 'tengah', 'bencana', 'gempa', 'cianjur', 'awas', 'ketat', 'kpk', 'perintah', 'pusat', 'kait', 'bantu', 'warga', 'dampak', 'tinggal', 'rumah', 'rusak', 'parah', 'ringan']",-1.0,moga tengah bencana gempa cianjur awas ketat kpk perintah pusat kait bantu warga dampak tinggal rumah rusak parah ringan
"['rame', 'duga', 'korupsi', 'dana', 'bansos', 'gempa', 'cianjur']",-1.0,rame duga korupsi dana bansos gempa cianjur
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'bantu', 'gempa', 'cianjur']",-1.0,kpk terima lapor duga seleweng bantu gempa cianjur
"['bupati', 'cianjur', 'lapor', 'duga', 'seleweng', 'bantu', 'gempa', 'kpk', 'tindaklanjuti']",-1.0,bupati cianjur lapor duga seleweng bantu gempa kpk tindaklanjuti
"['kpk', 'terima', 'lapor', 'duga', 'seleweng', 'bantu', 'gempa', 'cianjur']",-1.0,kpk terima lapor duga seleweng bantu gempa cianjur
"['ikat', 'jurnalis', 'televisi', 'indonesia', 'serah', 'bantu', 'korban', 'gempa', 'cianjur', 'via', 'pemkab', 'jember', 'jember', 'ikat', 'jurnalis', 'televisi', 'indonesia', 'koordinator', 'daerah', 'peristiwa', 'ijti', 'ijtitapalkuda', 'pemkabjember', 'via', 'beritajatimcom']",1.0,ikat jurnalis televisi indonesia serah bantu korban gempa cianjur via pemkab jember jember ikat jurnalis televisi indonesia koordinator daerah peristiwa ijti ijtitapalkuda pemkabjember via beritajatimcom
"['duga', 'seleweng', 'bantu', 'gempa', 'bupati', 'cianjur', 'lapor', 'kpk']",-1.0,duga seleweng bantu gempa bupati cianjur lapor kpk
"['klikdokter', 'salur', 'donasi', 'sehat', 'perempuan', 'anak', 'dampak', 'gempa', 'cianjur']",1.0,klikdokter salur donasi sehat perempuan anak dampak gempa cianjur
"['kpk', 'terima', 'adu', 'masyarakat', 'duga', 'seleweng', 'bantu', 'bupati', 'cianjur', 'lapor', 'sebut', 'bupati', 'duga', 'seleweng', 'bantu', 'korban', 'gempa', 'lo']",-1.0,kpk terima adu masyarakat duga seleweng bantu bupati cianjur lapor sebut bupati duga seleweng bantu korban gempa lo
"['ringan', 'beban', 'warga', 'dampak', 'gempa', 'cianjur', 'pasar', 'modal', 'indonesia', 'serah', 'bantu', 'sosial']",1.0,ringan beban warga dampak gempa cianjur pasar modal indonesia serah bantu sosial
